Model: "sequential_1"
_________________________________________________________________
Layer (type)                 Output Shape              Param #   
=================================================================
flatten_1 (Flatten)          (None, 25)                0         
_________________________________________________________________
dense_1 (Dense)              (None, 32)                832       
_________________________________________________________________
dense_2 (Dense)              (None, 16)                528       
_________________________________________________________________
dense_3 (Dense)              (None, 8)                 136       
_________________________________________________________________
dense_4 (Dense)              (None, 1)                 9         
=================================================================
Total params: 1,505
Trainable params: 1,505
Non-trainable params: 0
_________________________________________________________________
None
[Info] Start Uniform Random Simulation.
Training for 100000 steps ...
   100/100000: episode: 1, duration: 0.178s, episode steps: 100, steps per second: 561, episode reward: 17.026, mean reward: 0.170 [0.030, 0.452], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-0.645, 10.323], loss: --, mae: --, mean_q: --
  1500/100000: episode: 15, duration: 0.535s, episode steps: 100, steps per second: 187, episode reward: 15.260, mean reward: 0.153 [0.013, 0.361], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-0.494, 10.174], loss: 0.004383, mae: 0.074546, mean_q: 0.342340
  1600/100000: episode: 16, duration: 0.550s, episode steps: 100, steps per second: 182, episode reward: 15.368, mean reward: 0.154 [0.012, 0.468], mean action: 0.000 [0.000, 0.000], mean observation: 1.436 [-1.174, 10.215], loss: 0.004038, mae: 0.071284, mean_q: 0.341756
  1700/100000: episode: 17, duration: 0.554s, episode steps: 100, steps per second: 180, episode reward: 12.424, mean reward: 0.124 [0.011, 0.358], mean action: 0.000 [0.000, 0.000], mean observation: 1.420 [-2.449, 10.162], loss: 0.004080, mae: 0.071535, mean_q: 0.340564
  1800/100000: episode: 18, duration: 0.531s, episode steps: 100, steps per second: 188, episode reward: 14.629, mean reward: 0.146 [0.020, 0.437], mean action: 0.000 [0.000, 0.000], mean observation: 1.427 [-0.829, 10.168], loss: 0.004150, mae: 0.071840, mean_q: 0.335012
  1900/100000: episode: 19, duration: 0.549s, episode steps: 100, steps per second: 182, episode reward: 14.574, mean reward: 0.146 [0.033, 0.395], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-0.589, 10.098], loss: 0.004093, mae: 0.071691, mean_q: 0.332253
  2000/100000: episode: 20, duration: 0.566s, episode steps: 100, steps per second: 177, episode reward: 20.023, mean reward: 0.200 [0.009, 0.458], mean action: 0.000 [0.000, 0.000], mean observation: 1.434 [-0.352, 10.357], loss: 0.003927, mae: 0.070133, mean_q: 0.329505
  2100/100000: episode: 21, duration: 0.558s, episode steps: 100, steps per second: 179, episode reward: 14.957, mean reward: 0.150 [0.018, 0.389], mean action: 0.000 [0.000, 0.000], mean observation: 1.437 [-0.274, 10.156], loss: 0.004299, mae: 0.073435, mean_q: 0.333613
  2200/100000: episode: 22, duration: 0.564s, episode steps: 100, steps per second: 177, episode reward: 15.832, mean reward: 0.158 [0.018, 0.331], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-0.202, 10.098], loss: 0.004180, mae: 0.072527, mean_q: 0.333476
  2300/100000: episode: 23, duration: 0.534s, episode steps: 100, steps per second: 187, episode reward: 18.509, mean reward: 0.185 [0.021, 0.380], mean action: 0.000 [0.000, 0.000], mean observation: 1.435 [-0.590, 10.098], loss: 0.004152, mae: 0.071657, mean_q: 0.332000
  2400/100000: episode: 24, duration: 0.532s, episode steps: 100, steps per second: 188, episode reward: 16.876, mean reward: 0.169 [0.006, 0.423], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-1.704, 10.138], loss: 0.004084, mae: 0.071931, mean_q: 0.335750
  2500/100000: episode: 25, duration: 0.537s, episode steps: 100, steps per second: 186, episode reward: 14.022, mean reward: 0.140 [0.008, 0.374], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.585, 10.160], loss: 0.003945, mae: 0.070520, mean_q: 0.333894
  2600/100000: episode: 26, duration: 0.578s, episode steps: 100, steps per second: 173, episode reward: 14.217, mean reward: 0.142 [0.016, 0.404], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-1.043, 10.098], loss: 0.003857, mae: 0.069649, mean_q: 0.329658
  2700/100000: episode: 27, duration: 0.542s, episode steps: 100, steps per second: 185, episode reward: 15.974, mean reward: 0.160 [0.015, 0.440], mean action: 0.000 [0.000, 0.000], mean observation: 1.427 [-0.679, 10.116], loss: 0.004011, mae: 0.071333, mean_q: 0.332547
  2800/100000: episode: 28, duration: 0.542s, episode steps: 100, steps per second: 184, episode reward: 14.431, mean reward: 0.144 [0.006, 0.390], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.541, 10.098], loss: 0.004025, mae: 0.070951, mean_q: 0.329187
  2900/100000: episode: 29, duration: 0.529s, episode steps: 100, steps per second: 189, episode reward: 19.326, mean reward: 0.193 [0.018, 0.528], mean action: 0.000 [0.000, 0.000], mean observation: 1.419 [-0.717, 10.098], loss: 0.004159, mae: 0.071860, mean_q: 0.325401
  3000/100000: episode: 30, duration: 0.558s, episode steps: 100, steps per second: 179, episode reward: 15.296, mean reward: 0.153 [0.022, 0.421], mean action: 0.000 [0.000, 0.000], mean observation: 1.425 [-1.368, 10.172], loss: 0.004064, mae: 0.071708, mean_q: 0.326737
  3100/100000: episode: 31, duration: 0.533s, episode steps: 100, steps per second: 188, episode reward: 19.410, mean reward: 0.194 [0.011, 0.472], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.402, 10.098], loss: 0.003928, mae: 0.070737, mean_q: 0.326221
  3200/100000: episode: 32, duration: 0.563s, episode steps: 100, steps per second: 178, episode reward: 16.563, mean reward: 0.166 [0.024, 0.467], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.589, 10.098], loss: 0.003985, mae: 0.070947, mean_q: 0.325963
  3300/100000: episode: 33, duration: 0.557s, episode steps: 100, steps per second: 180, episode reward: 17.809, mean reward: 0.178 [0.032, 0.437], mean action: 0.000 [0.000, 0.000], mean observation: 1.441 [-0.793, 10.289], loss: 0.004014, mae: 0.071219, mean_q: 0.327454
  3400/100000: episode: 34, duration: 0.545s, episode steps: 100, steps per second: 184, episode reward: 14.252, mean reward: 0.143 [0.009, 0.327], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.828, 10.209], loss: 0.004035, mae: 0.070999, mean_q: 0.326074
  3500/100000: episode: 35, duration: 0.516s, episode steps: 100, steps per second: 194, episode reward: 16.032, mean reward: 0.160 [0.020, 0.318], mean action: 0.000 [0.000, 0.000], mean observation: 1.426 [-1.391, 10.098], loss: 0.003938, mae: 0.070277, mean_q: 0.329649
  3600/100000: episode: 36, duration: 0.541s, episode steps: 100, steps per second: 185, episode reward: 15.406, mean reward: 0.154 [0.018, 0.330], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-1.478, 10.098], loss: 0.003674, mae: 0.067799, mean_q: 0.322277
  3700/100000: episode: 37, duration: 0.555s, episode steps: 100, steps per second: 180, episode reward: 17.691, mean reward: 0.177 [0.025, 0.371], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-1.174, 10.098], loss: 0.003789, mae: 0.068082, mean_q: 0.325111
  3800/100000: episode: 38, duration: 0.556s, episode steps: 100, steps per second: 180, episode reward: 14.499, mean reward: 0.145 [0.017, 0.557], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-0.679, 10.210], loss: 0.004033, mae: 0.071231, mean_q: 0.326438
  3900/100000: episode: 39, duration: 0.523s, episode steps: 100, steps per second: 191, episode reward: 18.005, mean reward: 0.180 [0.046, 0.438], mean action: 0.000 [0.000, 0.000], mean observation: 1.419 [-1.054, 10.128], loss: 0.003972, mae: 0.070101, mean_q: 0.330337
  4000/100000: episode: 40, duration: 0.547s, episode steps: 100, steps per second: 183, episode reward: 17.375, mean reward: 0.174 [0.016, 0.397], mean action: 0.000 [0.000, 0.000], mean observation: 1.422 [-0.779, 10.098], loss: 0.003852, mae: 0.069090, mean_q: 0.324297
  4100/100000: episode: 41, duration: 0.534s, episode steps: 100, steps per second: 187, episode reward: 18.594, mean reward: 0.186 [0.023, 0.542], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-1.486, 10.233], loss: 0.003824, mae: 0.069977, mean_q: 0.326979
  4200/100000: episode: 42, duration: 0.524s, episode steps: 100, steps per second: 191, episode reward: 14.899, mean reward: 0.149 [0.010, 0.416], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.304, 10.098], loss: 0.004040, mae: 0.070645, mean_q: 0.328422
  4300/100000: episode: 43, duration: 0.530s, episode steps: 100, steps per second: 189, episode reward: 17.165, mean reward: 0.172 [0.013, 0.505], mean action: 0.000 [0.000, 0.000], mean observation: 1.425 [-0.473, 10.178], loss: 0.004119, mae: 0.071249, mean_q: 0.327121
  4400/100000: episode: 44, duration: 0.541s, episode steps: 100, steps per second: 185, episode reward: 20.403, mean reward: 0.204 [0.038, 0.516], mean action: 0.000 [0.000, 0.000], mean observation: 1.424 [-0.718, 10.098], loss: 0.003819, mae: 0.068675, mean_q: 0.329458
  4500/100000: episode: 45, duration: 0.544s, episode steps: 100, steps per second: 184, episode reward: 18.880, mean reward: 0.189 [0.010, 0.430], mean action: 0.000 [0.000, 0.000], mean observation: 1.423 [-0.409, 10.098], loss: 0.004037, mae: 0.070940, mean_q: 0.331109
  4600/100000: episode: 46, duration: 0.547s, episode steps: 100, steps per second: 183, episode reward: 14.078, mean reward: 0.141 [0.005, 0.412], mean action: 0.000 [0.000, 0.000], mean observation: 1.426 [-0.955, 10.099], loss: 0.003682, mae: 0.067508, mean_q: 0.327012
  4700/100000: episode: 47, duration: 0.546s, episode steps: 100, steps per second: 183, episode reward: 14.111, mean reward: 0.141 [0.012, 0.341], mean action: 0.000 [0.000, 0.000], mean observation: 1.428 [-0.499, 10.098], loss: 0.003839, mae: 0.069448, mean_q: 0.328291
  4800/100000: episode: 48, duration: 0.547s, episode steps: 100, steps per second: 183, episode reward: 22.078, mean reward: 0.221 [0.013, 0.460], mean action: 0.000 [0.000, 0.000], mean observation: 1.427 [-0.864, 10.159], loss: 0.003804, mae: 0.068713, mean_q: 0.329471
  4900/100000: episode: 49, duration: 0.570s, episode steps: 100, steps per second: 175, episode reward: 15.884, mean reward: 0.159 [0.011, 0.444], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-1.119, 10.098], loss: 0.004043, mae: 0.070974, mean_q: 0.327511
  5000/100000: episode: 50, duration: 0.557s, episode steps: 100, steps per second: 179, episode reward: 15.440, mean reward: 0.154 [0.008, 0.372], mean action: 0.000 [0.000, 0.000], mean observation: 1.423 [-0.591, 10.098], loss: 0.003764, mae: 0.068938, mean_q: 0.330098
  5100/100000: episode: 51, duration: 0.531s, episode steps: 100, steps per second: 188, episode reward: 20.330, mean reward: 0.203 [0.053, 0.404], mean action: 0.000 [0.000, 0.000], mean observation: 1.434 [-0.946, 10.254], loss: 0.003844, mae: 0.069020, mean_q: 0.326733
  5200/100000: episode: 52, duration: 0.536s, episode steps: 100, steps per second: 187, episode reward: 16.010, mean reward: 0.160 [0.018, 0.401], mean action: 0.000 [0.000, 0.000], mean observation: 1.416 [-0.608, 10.098], loss: 0.003901, mae: 0.069404, mean_q: 0.325137
  5300/100000: episode: 53, duration: 0.548s, episode steps: 100, steps per second: 183, episode reward: 22.599, mean reward: 0.226 [0.022, 0.471], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.847, 10.098], loss: 0.003719, mae: 0.068866, mean_q: 0.331760
  5400/100000: episode: 54, duration: 0.569s, episode steps: 100, steps per second: 176, episode reward: 21.815, mean reward: 0.218 [0.030, 0.536], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.763, 10.098], loss: 0.003824, mae: 0.069083, mean_q: 0.333336
  5500/100000: episode: 55, duration: 0.553s, episode steps: 100, steps per second: 181, episode reward: 23.852, mean reward: 0.239 [0.053, 0.491], mean action: 0.000 [0.000, 0.000], mean observation: 1.431 [-0.546, 10.098], loss: 0.004038, mae: 0.071635, mean_q: 0.337741
  5600/100000: episode: 56, duration: 0.522s, episode steps: 100, steps per second: 192, episode reward: 21.013, mean reward: 0.210 [0.026, 0.493], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-1.404, 10.098], loss: 0.004104, mae: 0.072159, mean_q: 0.332927
  5700/100000: episode: 57, duration: 0.537s, episode steps: 100, steps per second: 186, episode reward: 15.466, mean reward: 0.155 [0.013, 0.445], mean action: 0.000 [0.000, 0.000], mean observation: 1.428 [-1.537, 10.199], loss: 0.004006, mae: 0.071730, mean_q: 0.335198
  5800/100000: episode: 58, duration: 0.571s, episode steps: 100, steps per second: 175, episode reward: 16.583, mean reward: 0.166 [0.020, 0.376], mean action: 0.000 [0.000, 0.000], mean observation: 1.431 [-0.440, 10.143], loss: 0.003881, mae: 0.069936, mean_q: 0.335440
  5900/100000: episode: 59, duration: 0.539s, episode steps: 100, steps per second: 185, episode reward: 16.889, mean reward: 0.169 [0.013, 0.363], mean action: 0.000 [0.000, 0.000], mean observation: 1.435 [-0.331, 10.098], loss: 0.004106, mae: 0.071886, mean_q: 0.335663
  6000/100000: episode: 60, duration: 0.548s, episode steps: 100, steps per second: 182, episode reward: 15.955, mean reward: 0.160 [0.006, 0.407], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.766, 10.098], loss: 0.004026, mae: 0.071321, mean_q: 0.334048
  6100/100000: episode: 61, duration: 0.547s, episode steps: 100, steps per second: 183, episode reward: 15.843, mean reward: 0.158 [0.025, 0.384], mean action: 0.000 [0.000, 0.000], mean observation: 1.435 [-0.965, 10.098], loss: 0.003974, mae: 0.071208, mean_q: 0.332679
  6200/100000: episode: 62, duration: 0.547s, episode steps: 100, steps per second: 183, episode reward: 18.114, mean reward: 0.181 [0.007, 0.420], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.904, 10.318], loss: 0.004101, mae: 0.072515, mean_q: 0.338317
  6300/100000: episode: 63, duration: 0.541s, episode steps: 100, steps per second: 185, episode reward: 14.329, mean reward: 0.143 [0.005, 0.475], mean action: 0.000 [0.000, 0.000], mean observation: 1.436 [-0.813, 10.339], loss: 0.003885, mae: 0.070376, mean_q: 0.334064
  6400/100000: episode: 64, duration: 0.526s, episode steps: 100, steps per second: 190, episode reward: 21.293, mean reward: 0.213 [0.018, 0.552], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-1.101, 10.232], loss: 0.004081, mae: 0.071985, mean_q: 0.332630
  6500/100000: episode: 65, duration: 0.520s, episode steps: 100, steps per second: 192, episode reward: 12.476, mean reward: 0.125 [0.014, 0.339], mean action: 0.000 [0.000, 0.000], mean observation: 1.427 [-0.526, 10.098], loss: 0.004017, mae: 0.071557, mean_q: 0.335673
  6600/100000: episode: 66, duration: 0.540s, episode steps: 100, steps per second: 185, episode reward: 18.416, mean reward: 0.184 [0.020, 0.370], mean action: 0.000 [0.000, 0.000], mean observation: 1.434 [-0.257, 10.098], loss: 0.004101, mae: 0.071752, mean_q: 0.333032
  6700/100000: episode: 67, duration: 0.553s, episode steps: 100, steps per second: 181, episode reward: 17.110, mean reward: 0.171 [0.004, 0.484], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-0.699, 10.178], loss: 0.003943, mae: 0.071533, mean_q: 0.338642
  6800/100000: episode: 68, duration: 0.539s, episode steps: 100, steps per second: 186, episode reward: 18.824, mean reward: 0.188 [0.039, 0.564], mean action: 0.000 [0.000, 0.000], mean observation: 1.440 [-1.280, 10.264], loss: 0.004136, mae: 0.072126, mean_q: 0.334681
  6900/100000: episode: 69, duration: 0.566s, episode steps: 100, steps per second: 177, episode reward: 16.732, mean reward: 0.167 [0.022, 0.349], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-0.415, 10.245], loss: 0.004168, mae: 0.072603, mean_q: 0.335978
  7000/100000: episode: 70, duration: 0.562s, episode steps: 100, steps per second: 178, episode reward: 18.404, mean reward: 0.184 [0.029, 0.465], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-0.686, 10.098], loss: 0.004077, mae: 0.072144, mean_q: 0.340487
  7100/100000: episode: 71, duration: 0.541s, episode steps: 100, steps per second: 185, episode reward: 14.056, mean reward: 0.141 [0.004, 0.350], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.776, 10.123], loss: 0.004142, mae: 0.072051, mean_q: 0.337889
  7200/100000: episode: 72, duration: 0.567s, episode steps: 100, steps per second: 176, episode reward: 18.037, mean reward: 0.180 [0.028, 0.500], mean action: 0.000 [0.000, 0.000], mean observation: 1.428 [-0.609, 10.098], loss: 0.004104, mae: 0.072171, mean_q: 0.339913
  7300/100000: episode: 73, duration: 0.587s, episode steps: 100, steps per second: 170, episode reward: 19.695, mean reward: 0.197 [0.011, 0.377], mean action: 0.000 [0.000, 0.000], mean observation: 1.419 [-0.667, 10.098], loss: 0.004081, mae: 0.071797, mean_q: 0.338218
  7400/100000: episode: 74, duration: 0.563s, episode steps: 100, steps per second: 178, episode reward: 16.806, mean reward: 0.168 [0.021, 0.496], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.782, 10.232], loss: 0.004103, mae: 0.072884, mean_q: 0.340235
  7500/100000: episode: 75, duration: 0.537s, episode steps: 100, steps per second: 186, episode reward: 16.414, mean reward: 0.164 [0.015, 0.362], mean action: 0.000 [0.000, 0.000], mean observation: 1.431 [-2.216, 10.098], loss: 0.004137, mae: 0.072002, mean_q: 0.336588
  7600/100000: episode: 76, duration: 0.520s, episode steps: 100, steps per second: 192, episode reward: 14.693, mean reward: 0.147 [0.015, 0.373], mean action: 0.000 [0.000, 0.000], mean observation: 1.426 [-0.977, 10.098], loss: 0.003956, mae: 0.070983, mean_q: 0.342096
  7700/100000: episode: 77, duration: 0.566s, episode steps: 100, steps per second: 177, episode reward: 17.236, mean reward: 0.172 [0.035, 0.433], mean action: 0.000 [0.000, 0.000], mean observation: 1.431 [-0.915, 10.190], loss: 0.004080, mae: 0.072597, mean_q: 0.341909
  7800/100000: episode: 78, duration: 0.549s, episode steps: 100, steps per second: 182, episode reward: 25.326, mean reward: 0.253 [0.029, 0.483], mean action: 0.000 [0.000, 0.000], mean observation: 1.428 [-1.311, 10.098], loss: 0.004085, mae: 0.072481, mean_q: 0.340943
  7900/100000: episode: 79, duration: 0.558s, episode steps: 100, steps per second: 179, episode reward: 17.870, mean reward: 0.179 [0.025, 0.412], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-1.184, 10.411], loss: 0.004140, mae: 0.072601, mean_q: 0.342772
  8000/100000: episode: 80, duration: 0.558s, episode steps: 100, steps per second: 179, episode reward: 13.163, mean reward: 0.132 [0.014, 0.374], mean action: 0.000 [0.000, 0.000], mean observation: 1.432 [-0.574, 10.098], loss: 0.004405, mae: 0.075113, mean_q: 0.345492
  8100/100000: episode: 81, duration: 0.549s, episode steps: 100, steps per second: 182, episode reward: 20.757, mean reward: 0.208 [0.025, 0.414], mean action: 0.000 [0.000, 0.000], mean observation: 1.418 [-1.715, 10.098], loss: 0.004030, mae: 0.071615, mean_q: 0.343222
  8200/100000: episode: 82, duration: 0.534s, episode steps: 100, steps per second: 187, episode reward: 19.323, mean reward: 0.193 [0.015, 0.399], mean action: 0.000 [0.000, 0.000], mean observation: 1.425 [-0.620, 10.098], loss: 0.004168, mae: 0.073793, mean_q: 0.346230
  8300/100000: episode: 83, duration: 0.526s, episode steps: 100, steps per second: 190, episode reward: 17.872, mean reward: 0.179 [0.016, 0.449], mean action: 0.000 [0.000, 0.000], mean observation: 1.427 [-0.803, 10.098], loss: 0.004045, mae: 0.072571, mean_q: 0.347971
  8400/100000: episode: 84, duration: 0.542s, episode steps: 100, steps per second: 184, episode reward: 19.443, mean reward: 0.194 [0.007, 0.488], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.940, 10.098], loss: 0.003972, mae: 0.071928, mean_q: 0.345630
  8500/100000: episode: 85, duration: 0.539s, episode steps: 100, steps per second: 186, episode reward: 16.570, mean reward: 0.166 [0.008, 0.360], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-1.380, 10.172], loss: 0.004302, mae: 0.073993, mean_q: 0.346541
  8600/100000: episode: 86, duration: 0.511s, episode steps: 100, steps per second: 196, episode reward: 17.031, mean reward: 0.170 [0.025, 0.401], mean action: 0.000 [0.000, 0.000], mean observation: 1.424 [-0.785, 10.098], loss: 0.004028, mae: 0.072332, mean_q: 0.346759
  8700/100000: episode: 87, duration: 0.556s, episode steps: 100, steps per second: 180, episode reward: 20.697, mean reward: 0.207 [0.039, 0.493], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-1.289, 10.098], loss: 0.004218, mae: 0.073082, mean_q: 0.346623
  8800/100000: episode: 88, duration: 0.559s, episode steps: 100, steps per second: 179, episode reward: 17.395, mean reward: 0.174 [0.014, 0.414], mean action: 0.000 [0.000, 0.000], mean observation: 1.439 [-0.548, 10.169], loss: 0.004168, mae: 0.073970, mean_q: 0.349250
  8900/100000: episode: 89, duration: 0.560s, episode steps: 100, steps per second: 179, episode reward: 19.937, mean reward: 0.199 [0.035, 0.407], mean action: 0.000 [0.000, 0.000], mean observation: 1.434 [-0.577, 10.282], loss: 0.004065, mae: 0.072122, mean_q: 0.351853
  9000/100000: episode: 90, duration: 0.540s, episode steps: 100, steps per second: 185, episode reward: 17.438, mean reward: 0.174 [0.017, 0.361], mean action: 0.000 [0.000, 0.000], mean observation: 1.436 [-0.905, 10.325], loss: 0.004145, mae: 0.073906, mean_q: 0.351841
  9100/100000: episode: 91, duration: 0.532s, episode steps: 100, steps per second: 188, episode reward: 19.375, mean reward: 0.194 [0.007, 0.411], mean action: 0.000 [0.000, 0.000], mean observation: 1.433 [-0.280, 10.104], loss: 0.004278, mae: 0.073985, mean_q: 0.355765
  9200/100000: episode: 92, duration: 0.521s, episode steps: 100, steps per second: 192, episode reward: 20.943, mean reward: 0.209 [0.018, 0.441], mean action: 0.000 [0.000, 0.000], mean observation: 1.425 [-0.984, 10.192], loss: 0.004233, mae: 0.073926, mean_q: 0.350735
  9300/100000: episode: 93, duration: 0.525s, episode steps: 100, steps per second: 191, episode reward: 14.310, mean reward: 0.143 [0.020, 0.377], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-1.226, 10.139], loss: 0.003956, mae: 0.071892, mean_q: 0.356478
  9400/100000: episode: 94, duration: 0.531s, episode steps: 100, steps per second: 188, episode reward: 18.898, mean reward: 0.189 [0.017, 0.450], mean action: 0.000 [0.000, 0.000], mean observation: 1.423 [-1.841, 10.265], loss: 0.004224, mae: 0.073331, mean_q: 0.354387
  9500/100000: episode: 95, duration: 0.538s, episode steps: 100, steps per second: 186, episode reward: 19.854, mean reward: 0.199 [0.028, 0.426], mean action: 0.000 [0.000, 0.000], mean observation: 1.430 [-1.219, 10.289], loss: 0.004181, mae: 0.073479, mean_q: 0.353420
  9600/100000: episode: 96, duration: 0.539s, episode steps: 100, steps per second: 185, episode reward: 17.300, mean reward: 0.173 [0.014, 0.407], mean action: 0.000 [0.000, 0.000], mean observation: 1.424 [-1.396, 10.098], loss: 0.004253, mae: 0.074221, mean_q: 0.351580
  9700/100000: episode: 97, duration: 0.515s, episode steps: 100, steps per second: 194, episode reward: 19.822, mean reward: 0.198 [0.011, 0.514], mean action: 0.000 [0.000, 0.000], mean observation: 1.429 [-1.318, 10.098], loss: 0.004143, mae: 0.073728, mean_q: 0.355558
